"loan_amount","annual_income","debt_to_income","term","interest_rate"
8000,65000,34.1,36,16.02
4000,56000,9.1,36,12.61
23100,140000,15,36,9.44
24000,85175,4.6,36,19.03
33100,50000,24.4,60,14.08
15000,40000,22.6,36,9.44
8000,59000,11.3,36,9.93
15000,70000,25.3,60,30.79
30000,110000,19.6,36,18.45
5000,50000,9.4,36,9.93
10000,75000,11.6,60,16.02
6500,55000,10.6,36,9.44
10000,58000,34.5,36,16.02
28000,80000,22.6,36,14.07
30000,88000,3.5,60,17.09
6000,70000,36,36,12.62
30000,54750,21.4,60,16.01
10000,64000,18.6,36,10.91
30000,86000,30,60,16.02
7000,50000,20,36,11.98
40000,48000,1.5,36,7.35
5000,38000,15,36,15.04
12000,75000,22.6,60,13.58
10000,59871,29.2,36,7.97
2000,40000,35.2,36,10.42
13000,1e+05,22,36,7.97
10000,95000,14,36,19.03
5000,20000,3.6,36,10.42
16000,89000,23.7,36,7.35
12000,26895,3,60,15.05
8500,110000,2.1,36,13.59
40000,2e+05,4.7,36,5.31
20000,64000,13.5,60,21.45
32000,80500,32.7,60,26.3
29825,130000,12.4,36,6.08
2500,47000,18.2,36,18.06
12000,130000,15.1,36,7.96
8000,31000,30.9,36,20
20000,50000,5,36,12.61
6000,37000,6.3,36,6.08
6000,61000,10.6,36,13.58
20000,32900,30.4,36,15.05
16000,92000,18.4,36,5.31
24000,120000,17.9,36,7.35
6000,116000,11.5,36,7.34
12000,92000,13.7,36,7.97
35000,167000,21.9,36,19.03
22000,67400,41.4,60,16.02
2000,31000,21.3,36,11.98
10000,50000,4.4,36,6.08
10000,75000,28.4,36,7.96
10000,54000,13.4,36,13.59
25000,115000,27.8,60,30.79
10000,45000,28.7,36,13.58
8000,79312,30.9,36,14.08
20000,155000,27.4,36,6.08
20000,126000,23.2,36,7.35
6000,23000,24.9,36,12.61
9000,65000,12.3,36,10.42
15000,66900,30.7,60,14.08
15000,72000,15.2,60,9.93
4000,50000,13.6,36,5.32
24000,137000,6.9,36,11.99
28000,78000,21.8,36,11.99
4000,30000,1,36,10.9
14000,21000,20.9,60,19.03
5000,62000,28.4,36,26.3
20000,160000,13.7,36,6.72
40000,95000,16,60,14.08
7000,60000,16.4,36,15.05
26475,93000,19.3,60,16.02
35000,120000,22.7,36,9.93
21000,58000,31.9,36,16.02
12000,65000,9,36,10.42
5000,28000,9,36,15.05
4850,111000,4.7,36,7.97
24000,70000,19.6,36,9.43
20000,57500,9,60,13.58
35000,133500,38.9,36,15.05
16000,40000,25.8,60,13.58
12000,143000,25.3,36,7.34
14000,32000,24.5,60,13.59
20000,45000,23.8,36,11.99
22000,35000,17.4,60,21.85
12000,72000,9.6,36,7.35
18125,58000,31.9,60,20
32000,80000,19.3,60,21.45
30000,155000,16.7,60,12.61
15000,50000,20,36,12.62
10000,38000,25.6,60,20.39
22000,110000,22.5,36,5.32
25000,81000,32.4,60,12.61
16000,128000,10,36,5.31
10000,197280,21.1,36,10.91
7200,35000,40.5,36,15.05
25000,142500,7.2,60,10.91
12000,34000,16.1,36,17.47
3600,60000,9.1,36,7.97
4800,55000,10.3,36,7.35
5600,30000,32.5,36,9.44
12000,23920,12.3,60,14.07
14000,72000,38.7,36,18.06
23000,45000,36.5,60,26.77
13000,80000,15.5,60,12.62
10000,80000,21.3,36,7.35
25000,51921,31.5,36,12.61
10000,140000,5.7,36,5.32
4200,45000,1.8,36,12.62
12000,1e+05,13.7,60,9.93
20000,60000,12.8,36,19.42
15000,42000,27.7,36,5.31
10200,47000,28.2,36,10.41
8000,32000,14.8,36,17.47
16000,92000,25.3,60,21.45
6000,85000,3.5,36,5.32
24200,130000,19.7,60,9.43
9600,84000,14.2,36,12.62
11200,60000,28,36,10.41
12000,59500,27.8,36,10.42
18000,175900,12.5,60,10.41
12000,115000,24.3,60,16.01
12800,50000,18.2,60,13.59
8000,45000,11.6,36,14.08
28000,45000,23,60,25.82
20000,98000,23.6,60,24.85
4500,50000,10.9,36,7.96
23025,17000,1.8,36,10.9
13000,86000,8.4,36,7.34
3500,38000,22.6,36,16.02
2500,20376,22.1,36,10.91
30000,95634,18.4,60,11.98
24000,88116,16.8,60,11.99
24000,60000,27.3,36,6.07
16000,35000,17.7,60,21.45
22000,90000,8.3,36,6.08
2000,45000,46.3,36,12.61
26000,65000,26.7,60,10.42
15000,142000,15,36,6.72
35000,65000,9.6,36,14.08
5000,140000,10.8,36,6.08
12000,50066,28.4,36,7.96
3500,50000,36.9,36,16.02
1600,38600,11.9,36,19.03
32000,71000,23.5,36,7.34
5000,126000,6.8,36,7.97
16000,21049,25.3,60,17.09
32000,42000,44.7,60,9.93
26000,65000,33.2,60,11.98
10000,52000,13.1,60,9.44
23000,95000,24.5,36,11.98
7000,30000,30.8,36,9.93
6500,50000,17.4,36,12.62
20000,168500,19.2,60,15.04
13300,170000,11.6,60,19.03
11525,21000,35.7,60,19.03
18000,38500,10.9,36,11.98
3000,60000,9.9,36,10.41
20000,85000,12.9,60,7.34
35000,122000,2.2,60,17.09
15000,115000,19.2,36,5.31
15000,110000,6.8,36,6.07
15000,50000,13.7,60,16.02
7000,41500,24.2,36,7.34
3000,180000,15.8,36,15.04
36000,110000,10.7,60,11.99
4000,34840,19.5,36,11.99
12000,63000,12.2,60,26.3
22000,105000,14.5,36,6.71
20000,80000,18.9,36,13.59
15000,45000,25.9,36,5.31
6000,48000,7.4,36,6.72
25000,60000,4.7,60,19.03
40000,94000,17.1,60,12.61
32000,140000,13.8,36,16.02
30000,120000,33,36,17.09
20000,33000,27.6,60,12.62
27000,135000,14.6,60,15.05
10000,45000,18.2,36,6.71
20000,85000,19.2,60,16.02
6000,12250,6.2,36,10.91
12000,1e+05,4.9,36,7.34
30000,72000,5.7,36,14.08
17500,75000,34.6,36,6.72
40000,46400,34.2,60,15.05
5000,43000,15.9,36,7.35
7000,35000,16.3,36,7.97
2000,52500,22.6,36,9.43
20000,123000,15.9,36,10.9
7000,22363,1.9,36,6.72
35000,69000,44.1,60,9.93
5000,60000,8.1,36,7.34
12800,140000,16.5,60,14.08
10000,66000,12.6,36,19.42
5000,21000,7.4,36,7.97
5000,42240,7.8,36,10.9
4500,62000,11.2,36,9.44
15000,75000,10.6,36,10.91
7500,65000,35.7,36,9.43
10000,33300,17.9,36,19.42
19000,35000,12.9,60,24.85
20000,140000,19.5,36,12.61
5000,35000,30.7,36,13.58
11000,34000,42.3,60,21.45
3600,38000,37.4,36,12.61
10000,88000,6,36,21.45
6000,36000,3.8,36,16.02
15000,30000,30.2,36,15.04
5000,27000,15.9,36,10.9
9000,50000,8,36,13.59
3000,14000,14.4,36,7.97
12000,75000,27.3,36,12.62
18000,56000,15.8,60,17.09
31200,97000,17.4,60,20
14500,26551,33.6,60,19.42
4000,80000,13.8,36,9.44
5000,39000,0,36,20.39
24000,48000,23.3,60,17.09
30000,114000,30.4,36,10.9
10000,42000,17.5,36,16.01
22000,75000,26.2,60,17.09
25000,198999,11.6,60,9.93
10000,65895,16.8,36,9.43
10000,60000,20,36,6.72
19600,44500,23.9,36,17.09
15000,51000,27,60,15.05
30000,155000,18.7,60,10.9
15000,120000,7.5,60,9.93
18825,92000,29.1,60,12.61
5300,14000,14.7,36,9.93
7000,35000,13.1,36,15.05
3600,56000,29.2,36,6.72
4000,55000,18.3,36,9.44
21000,54200,35.3,60,25.81
25000,150000,17.6,60,10.42
20000,75000,25.1,36,13.59
14000,62000,12,36,6.72
40000,110000,20.8,36,9.93
35000,1e+05,26.6,36,7.96
15000,195000,3.8,36,13.59
10000,18900,12.2,60,10.41
36000,107000,4.2,36,9.93
25000,72000,20.7,60,7.97
6000,55000,14.8,36,10.91
9000,97000,27.6,36,9.92
6000,68000,10.5,36,15.04
5000,139000,18.3,36,13.58
7500,60000,41.9,36,15.04
34725,175000,16.6,36,7.35
12000,42000,16.2,36,9.93
3000,23000,23.4,36,25.82
15000,46080,19.4,36,6.07
30000,125000,4.1,36,14.08
9000,81000,2.8,36,7.97
20000,110000,19.3,60,10.91
10000,38000,23.5,36,11.99
30000,144000,34.3,36,6.72
6500,55000,22.1,36,10.41
6000,29120,5.1,36,6.71
20000,150000,15.4,36,5.31
25000,150000,20.5,36,10.9
8000,80000,15.4,36,6.71
6025,145000,16.1,36,13.59
20000,65000,18.7,36,10.91
35000,106000,8.7,36,13.59
6500,74000,21.1,36,14.07
5000,29000,3.4,36,10.42
12000,86000,32.2,36,19.42
18000,59300,21.6,60,16.01
25000,71000,20.6,36,9.43
20000,56000,18,36,14.07
12000,190000,8.2,36,5.32
2700,55000,16.6,36,6.72
14000,74000,26.2,60,12.61
15000,40000,45.1,60,17.09
40000,108000,20.8,60,12.61
18000,40000,8.8,36,14.08
20000,75000,17.7,60,17.09
9500,62400,20.3,36,6.72
32400,148000,14.8,60,9.93
12000,51072,31.3,36,10.42
36000,60000,16.5,60,9.44
35925,95000,24.5,36,5.32
12000,79500,11,36,13.58
40000,66900,20.7,36,6.08
10000,25000,22.2,60,10.91
28000,165000,20.6,36,12.61
30000,150000,32.5,36,20.39
14000,42000,19.1,60,12.62
12000,140000,21.5,36,19.03
20000,50000,1.8,36,7.35
40000,65000,8,60,12.62
25000,65000,34.5,36,6.71
40000,180000,8.8,36,10.42
11000,57000,17,36,6.07
16000,139000,28,60,19.42
5000,59019,16.3,36,7.34
5000,49000,21.5,36,17.09
1500,44000,43.4,36,16.01
9000,72000,13.7,36,6.08
5000,48000,3.2,36,7.34
1800,38427,23.9,36,9.43
27900,135000,8.8,36,9.93
24000,140000,19.9,60,18.45
5000,25000,27.8,36,10.42
28000,107000,25.1,60,15.05
12000,85000,6.7,36,6.08
5000,35000,4.9,36,10.42
12200,61766,11.8,36,21.85
23800,70209,33.1,60,15.05
40000,94000,20.6,60,13.59
25000,195000,10.3,36,5.31
6000,31000,6.3,36,10.41
12000,37000,16.6,36,9.44
35000,53000,28,60,26.77
6000,99000,9.8,36,10.91
20000,76000,24.2,60,23.87
4200,109000,5.4,36,11.99
15000,129000,11.1,36,6.07
20000,63500,1,60,14.08
15000,80000,28.5,60,9.43
10000,67200,18.8,36,10.91
5000,50000,18.4,36,16.02
35000,135400,17.9,60,10.9
5500,29000,16.9,36,17.09
12000,45000,6.7,60,19.03
15000,60000,16.5,36,10.91
3600,72000,22.7,36,6.72
10000,80000,23.1,36,5.32
6000,63000,11.1,36,6.72
20000,60000,18.1,60,12.62
10000,39910,20.7,36,11.99
15000,56000,6.7,60,24.85
13000,48000,24.6,36,10.42
6000,57000,21.5,36,10.91
8500,57000,32.3,36,9.93
24000,105000,21.2,60,19.03
5000,55000,27.7,36,6.08
12800,65000,5.5,36,14.08
12600,39000,32.7,60,12.61
35000,185000,0,36,6.08
22400,60000,25.8,36,17.09
16000,43000,13.2,60,16.01
31500,61000,8.5,60,10.91
4000,37000,33.4,36,14.08
16000,81120,18,36,18.06
8500,24000,8.6,36,15.04
11000,140000,3.4,60,15.04
6500,80000,18.1,36,10.91
8000,25000,5.6,36,10.91
20000,63695,20.5,60,19.03
36000,65000,30.4,60,9.93
25000,96996,26.2,36,10.9
2500,198000,19.1,36,10.9
26000,90000,19.5,36,6.72
15000,70000,14.1,60,17.09
23000,74000,39.6,36,16.02
19200,135000,18.6,36,13.58
15000,65000,10.9,60,11.99
3400,32000,5.2,36,9.92
34100,115000,3.2,36,6.72
35000,90000,8.2,36,12.62
30000,85000,26.3,60,11.98
3625,40000,8,36,5.32
15000,63130,26.4,36,10.9
28525,1e+05,13.7,36,21.45
3500,34000,32.4,36,16.02
20000,35000,10.1,36,7.35
14000,50000,28.4,36,10.91
20000,150000,22.4,36,6.72
10000,63024,5,36,7.97
10000,30000,31.3,60,10.41
16000,42563,14.2,36,17.47
16350,55836,37.7,36,16.02
15000,68575,10,36,9.93
10000,50000,8.2,36,16.01
16000,62000,31.2,60,16.02
15000,10000,42.7,36,12.61
12000,60000,24.1,36,7.35
21150,54269,21.5,60,25.81
22500,150000,18.8,36,5.31
14000,55000,26.8,60,14.08
23000,170000,19.1,36,7.35
30000,36000,5.1,36,19.03
15000,65000,20.6,60,13.58
7200,30000,29.2,36,16.02
10000,29388,29.2,60,13.59
12000,35000,37.1,36,6.08
20000,45000,9.3,60,14.08
25000,140000,16.1,60,12.61
9500,59000,5.3,36,5.32
5000,65000,21.6,36,10.91
12000,83000,22.7,60,14.08
18000,189000,16.6,60,12.62
21000,130000,15,60,15.05
16000,48500,22.2,36,11.99
5600,47000,13,36,19.03
14775,60000,12.6,36,10.91
15000,117000,25.6,36,13.59
10000,15000,31.3,36,19.03
25000,41280,4.4,36,16.01
20000,72800,18.7,36,11.99
15000,50000,24.4,36,7.35
10000,40000,7.4,36,10.42
10000,42000,7.4,36,16.02
8000,62000,18.3,36,9.43
11200,35000,12.5,60,9.93
20000,125000,10.4,60,9.43
10000,70000,14.7,60,11.99
1500,30000,5.5,36,12.61
15000,81000,11,36,5.31
14400,37200,24.6,60,18.06
17000,30000,27.1,60,24.85
35000,60000,0.5,60,14.08
20000,42000,25.6,60,21.45
27850,130000,18.8,60,15.05
20000,140000,17.5,36,16.01
32000,56000,11.6,36,6.07
32200,48000,14.3,60,19.42
15000,58000,10.4,36,6.08
20000,1e+05,10.9,36,16.01
12000,60000,19.5,36,10.9
8000,40060,25,36,16.01
15000,120000,6.4,36,9.44
10000,30000,34.7,60,19.03
30000,60000,22.9,60,17.47
30000,60000,18.9,36,19.03
10000,139200,20.5,36,14.07
11000,62400,23.8,60,16.01
10000,120000,6.3,36,10.9
7200,1e+05,17.7,36,15.05
2000,30000,10.1,36,13.59
40000,75000,10.1,36,9.44
15000,84000,0.4,60,9.44
28000,105000,23.1,36,5.32
6000,62000,16.4,36,5.31
11200,120000,13.9,60,9.92
15000,68000,10.6,60,12.62
7200,23000,31.4,36,12.61
35000,48509,18.4,36,6.08
17000,65000,11.6,36,6.71
2000,72000,25.4,36,19.03
10000,49500,21.5,60,10.42
30600,62000,29,60,18.06
6000,180000,12.7,36,7.34
4000,65000,28.6,36,10.91
9200,47000,18.3,36,6.71
8675,54000,14.5,36,15.05
20000,60000,15,36,6.71
4000,110000,6.7,36,6.07
10000,52000,40.6,60,9.92
12000,54000,13,60,18.45
4000,70000,11,36,7.35
5000,58380,10.1,36,7.97
25000,75000,16.3,36,9.44
10200,105000,10.1,36,13.59
21600,96821,26.2,36,18.45
12000,80000,16,36,12.62
12000,22800,13.7,60,15.04
27225,52000,18.6,36,10.91
35000,65000,33.4,36,17.09
6500,55000,7.5,36,6.72
10000,34560,16.9,60,21.85
30000,95504,26.1,36,15.05
6000,110000,15.9,36,19.03
3000,70000,2,36,6.08
23000,1e+05,24.4,60,18.06
12000,55000,25.4,60,9.92
7000,48000,3.8,36,6.07
6000,42000,21.3,36,18.45
25600,77000,12.2,36,12.62
33500,86000,16.9,36,7.35
12000,54000,9.7,36,6.07
20400,48000,22,36,14.08
35000,160000,12.7,36,13.58
29000,101794,26.2,36,12.62
6400,41000,15.9,36,10.42
10000,107000,10.1,36,10.91
15000,120000,8.5,60,7.35
12000,100203,20.4,36,11.99
16000,105000,3.1,36,9.43
34000,125000,36.3,60,16.02
14000,70000,14.2,60,12.62
10000,48000,19.2,36,16.02
12000,50000,25.3,60,16.01
17000,75000,16.1,36,5.31
17500,130000,12.3,60,7.35
12000,85000,23.4,36,9.93
19000,2e+05,23,60,14.08
12000,95000,24.9,36,12.61
18000,75000,29.5,36,15.05
18000,140000,18.8,60,12.62
16000,70000,4.8,60,14.08
11000,35000,23.9,36,6.71
6000,65000,2.1,36,6.72
7000,144000,7.2,36,12.61
9600,95000,14.9,36,9.43
30000,88000,28.3,36,15.05
20000,65000,19.9,60,9.92
8000,35000,20.6,36,16.02
23000,60000,7.7,60,13.59
15675,65000,16.3,36,10.91
30000,64000,6.6,60,9.43
8400,180000,21,36,18.45
2400,35568,6.3,36,9.44
10000,65000,18.9,36,6.08
10500,55000,24.2,60,15.05
28000,150000,12.4,60,9.93
30000,42000,21.8,36,19.03
6400,50000,8.4,36,14.08
22000,90000,37.3,36,18.06
17000,53000,22.9,60,5.32
10000,104550,11,36,5.32
5000,132000,7.5,36,7.97
21000,45804,15.1,36,7.35
3000,72000,4.4,36,7.34
15000,55000,20.4,60,11.99
5000,60000,12.6,36,14.08
20000,1e+05,17.9,36,10.42
6500,75000,6,36,7.35
3600,55000,15.5,36,14.08
10000,55000,8.9,60,26.3
12000,63000,6,36,6.71
11000,42000,22.8,60,9.43
20000,105000,24.1,60,11.98
40000,1e+05,19.2,36,9.43
25000,103000,19.8,60,10.9
12000,52505,28.7,36,12.62
23650,70000,17.6,36,5.32
28000,80000,38.7,36,21.85
16000,65000,15.7,36,9.43
18000,1e+05,16.4,36,9.44
13000,72000,31,36,9.44
5000,46000,23.2,36,16.02
21000,120000,12.9,36,6.71
12000,70000,36.1,60,13.59
5000,80200,22.7,36,12.61
15000,35000,13.1,60,19.03
28000,50000,28.5,60,13.59
4000,85000,34.8,36,16.02
16000,32000,41.1,60,26.3
5000,60000,29.3,36,10.91
6000,58000,1.8,36,6.08
12000,64000,15.3,36,12.61
16000,96000,20.2,36,9.44
16000,65000,8.8,36,7.97
24000,50000,1.3,36,10.91
16000,40000,20.6,36,21.45
40000,150000,33.4,36,11.98
20300,75000,21.7,60,30.79
7500,115000,15.9,36,6.07
8400,55000,26,36,7.97
40000,148650,0.5,60,7.35
17000,1e+05,15.2,36,10.42
8400,115000,17.3,36,7.97
15000,80000,23.2,36,12.61
20000,39000,47.4,36,10.91
20000,60000,24.7,36,9.92
40000,124000,29.8,60,9.93
22725,40000,5.2,60,11.98
10000,76000,9.4,36,9.43
5000,70000,17.3,36,10.9
15000,60000,14.7,36,14.08
10500,32000,34.7,36,10.41
4000,43000,4.1,36,15.05
2000,37000,15.9,36,9.93
10000,34000,19,60,15.05
20000,35000,9.6,60,7.34
10000,110000,18.7,36,15.04
12000,108000,3,36,14.08
18000,130000,8.4,60,20
10000,55000,29.6,36,14.08
16525,130000,22.1,36,12.61
18000,44000,20.2,60,11.99
11000,52000,14.5,36,16.01
14000,115000,21.3,60,16.01
1500,25000,25.9,36,11.98
14000,67500,4.7,60,10.41
13100,49000,36.7,36,18.06
20000,62000,17.4,36,11.99
5000,51000,2.2,36,10.9
16000,43000,13.2,60,11.99
6000,56891,11.3,36,22.91
18000,70000,25.6,36,17.09
7000,126049,18.1,36,14.08
35000,180000,5.2,36,10.41
19000,80000,23.5,36,6.07
16000,45000,8.8,60,15.05
15000,50000,30.5,36,18.06
6500,90000,16.8,36,10.42
24000,65000,19.2,60,13.59
40000,135000,14.8,36,5.32
4000,32000,31.4,36,6.72
4500,47840,19.2,36,10.42
30000,55000,33.8,60,19.03
10000,65000,10.5,36,9.43
5000,37000,21,36,7.34
10000,38000,20.4,60,21.85
5000,45000,20.2,36,14.08
8200,29200,37.6,36,20.39
30000,86000,13.9,60,14.08
20000,49000,5.5,36,7.96
10400,42000,14,60,15.04
12150,120000,21.7,60,15.04
5000,60000,23.4,36,6.72
24000,110000,12.7,36,10.42
31000,60000,14.7,60,12.62
10000,40000,11.4,36,18.06
2400,56446,7.1,36,7.34
24000,90000,18.6,60,21.45
40000,1e+05,10.3,60,12.61
10000,52000,33.4,36,9.92
12600,60000,13.9,36,5.32
20000,52000,20.8,60,19.03
10000,32500,25.1,60,10.42
15000,80000,13.9,60,9.93
28000,84396,17,60,16.02
21275,126000,8.4,60,16.02
6800,40000,9.3,36,18.06
5000,13200,31.7,36,7.97
20000,52464,36.5,60,21.45
7500,47600,4.6,36,6.71
5000,27000,8,36,16.01
3000,80000,20.4,36,13.59
3200,180000,6.6,36,6.08
25000,42733,28.6,36,10.9
1500,26000,21.1,36,13.59
10000,1e+05,11.2,36,11.98
30000,70000,17.5,60,11.98
21000,106000,7,60,10.9
10000,120000,17.2,36,5.32
32000,50000,7.1,60,18.45
16000,60000,30.6,36,16.02
18000,60000,23.4,36,19.03
12000,39000,22.4,36,13.59
3500,75000,5,36,5.31
3000,39000,2.4,36,11.98
5000,38000,30,36,18.45
10000,55000,28.9,36,16.02
32000,195000,4.6,60,12.62
20000,160000,6,60,9.93
6000,107000,15.9,36,10.91
9500,22848,16.9,36,7.35
15000,30000,13.8,36,11.99
20000,102000,3.5,60,25.82
9600,159000,13.1,36,7.97
10000,34000,19.7,36,14.08
20000,112914,18.6,60,9.44
6000,27500,13.7,36,15.05
18000,44000,29.3,36,13.59
40000,150000,19.8,60,11.98
35000,95000,20.4,60,13.58
12000,45000,10.7,36,6.72
15000,175000,0.4,36,13.59
35000,85000,19.2,60,7.34
24000,110000,7.4,60,9.93
16000,65000,16.1,36,10.9
6000,1e+05,16.3,36,10.41
20000,1e+05,5.8,36,6.08
7200,110000,17.1,36,14.07
25000,115000,17.6,60,10.42
3200,41000,21.5,36,10.42
16000,150000,17.1,60,14.08
15000,50000,5.2,36,6.71
10000,83000,12.3,60,21.45
20000,72000,46.6,60,20
5000,27000,27.2,36,17.47
7000,60000,18.3,36,6.08
7200,38000,25.3,36,5.32
7000,57000,29.6,36,19.03
11000,72000,19.1,60,10.42
15000,85000,23,60,9.93
18000,51000,24.4,60,18.06
40000,170000,4.8,60,11.98
12000,32000,10.9,36,11.99
25700,90000,23.8,60,18.06
19000,92000,26.5,60,21.85
20000,75000,28.3,60,9.93
5000,25500,33.6,36,10.9
14000,60000,31.4,36,5.32
35000,1e+05,31.5,36,24.85
10000,67000,31.9,60,20.39
10000,115000,11.6,36,9.44
10000,80000,9.6,36,7.34
16000,82000,16.1,36,7.96
35000,81000,13.4,60,19.42
20000,150000,18.9,36,13.58
13000,70000,32.7,36,6.07
25000,144000,23.8,36,6.08
16800,60000,42.9,60,9.44
10000,45000,2.3,36,6.08
17000,55000,24.4,36,6.72
25000,111000,24.5,36,7.35
15000,92000,26.7,60,6.71
35000,65000,6.9,60,19.42
30000,110000,31.1,60,24.84
3000,65000,13.5,36,18.06
6500,65000,27.6,36,12.61
19000,131000,19,36,14.08
20000,45000,20,36,10.42
3000,39442,31.4,36,9.92
5000,50000,38.8,36,16.02
19675,40000,36.6,60,24.84
10000,95000,18.2,36,7.34
25000,82000,14.2,60,19.03
5000,9000,18.9,36,13.59
15000,35000,12.8,36,11.99
12000,65000,25.9,60,12.62
10000,28000,36.8,36,6.07
2000,22000,2.6,36,9.92
2800,53000,24.6,36,10.91
17600,60000,27.4,36,9.93
6000,40000,8.8,36,11.99
5000,30000,14.6,36,9.93
32000,189000,13.3,60,15.05
6000,80000,3.6,36,6.08
5000,50000,26.4,36,14.07
5600,54600,32.7,36,14.08
10000,55000,14.2,36,7.35
19200,80000,4.5,36,6.08
7000,125000,19.7,36,16.02
21700,32000,19.4,36,9.43
1200,34000,13.2,36,10.9
3200,80000,4,36,10.91
35000,175000,10.8,60,9.93
6500,35000,1.9,36,7.96
15000,62000,29.9,36,10.9
3000,70000,11.4,36,12.62
11000,69000,27.4,36,12.62
20000,120000,9.2,60,17.47
6600,31680,18.7,36,19.03
18000,80000,7.2,60,14.08
40000,132000,0.3,36,6.72
11200,33000,29.9,36,9.93
10000,43260,4.8,36,6.08
30000,95000,14.2,60,9.43
18000,75000,37,36,11.99
10000,136000,11.3,36,13.58
5600,57000,11.6,36,11.99
3500,35600,25.4,36,6.72
24000,194000,15.1,36,11.99
3000,60000,10.4,36,9.43
14000,65000,23.4,36,5.31
10000,12000,5.2,36,13.59
16200,45000,31.4,36,10.42
5000,32000,18.9,36,18.45
12000,125000,23.9,36,14.07
10000,22000,24.2,36,22.91
10000,102000,21.6,36,16.02
35000,150000,35,36,16.01
18000,31500,16.6,36,6.72
12000,1e+05,21.4,36,10.9
14000,109000,7.1,36,10.42
11000,48000,34.6,60,11.99
40000,97600,27.1,60,14.08
24000,125000,27.9,36,12.62
35000,1e+05,21.4,36,13.59
24000,90000,27.7,36,17.09
30000,35000,40,60,11.99
7000,35000,31.7,36,18.45
6000,98281,13.1,36,9.92
12800,73000,30.9,60,26.77
40000,150000,34.4,36,6.72
12400,41600,27.6,60,16.01
20000,85000,10.7,36,5.31
9600,42000,29,36,17.47
5000,34000,40.5,36,11.99
2200,40000,23.4,36,13.59
25000,110000,19.3,36,6.71
28000,65500,24.6,36,16.02
40000,166600,21.3,36,6.07
15000,109000,2.8,60,17.47
15000,90000,12.1,60,23.88
5000,35000,19.4,36,15.04
32000,48000,35.1,60,11.98
24000,43000,16.9,36,16.01
24000,80000,4,36,7.35
11000,60000,26.6,36,7.96
35000,112000,26.4,60,13.58
15000,50000,23.4,60,11.99
16000,20000,37.6,36,20
4925,20567,6.7,36,13.58
10000,26127,15,36,7.35
30000,80000,25.6,60,16.02
20000,57820,27.6,60,19.42
30000,67000,25.5,60,9.93
5500,49000,10,36,12.61
9000,72000,15.2,36,7.35
18000,120000,5.2,36,6.71
18000,45000,38.2,60,10.41
10000,80000,10.8,60,19.42
2000,55000,13,36,5.31
19225,48500,20.6,60,18.06
30000,111996,15.3,60,11.99
4000,50000,35.1,36,14.08
20000,85000,16.1,60,15.05
9600,65000,4.3,36,14.07
40000,79000,19.9,36,7.35
12000,56000,14.5,60,17.47
15000,25000,3.5,60,16.01
8000,40000,11.6,36,13.59
40000,110000,23.4,36,11.99
13000,75000,19.6,60,12.62
10000,55000,18,36,10.9
4000,107000,25.5,36,10.41
10000,25000,18.2,60,17.09
4000,25000,16.2,36,14.08
30000,110000,10.3,60,16.01
28800,40000,18.7,36,5.32
12000,79500,17.8,36,6.72
11000,35000,28.3,36,7.34
6000,190000,5.3,36,7.34
14000,63000,20.6,60,20.39
20000,55000,1.9,60,14.07
11200,54000,22.6,60,15.04
20000,1e+05,16.2,36,6.07
15000,110000,0.6,36,13.59
26000,78000,16.9,60,14.08
7800,31200,28,36,11.99
30000,51000,4.4,36,13.58
10000,40000,21.5,36,9.93
7500,105000,21.2,36,6.08
24400,70000,21.2,60,13.59
10000,150000,5.8,36,10.42
10000,70000,17.5,36,6.72
18000,95000,17.2,36,12.61
15000,70000,18.7,36,14.08
15000,50000,15.6,60,18.06
14000,56000,12.4,36,9.44
1500,16200,10.5,36,11.99
13000,55000,5.9,36,7.35
10000,44200,30.9,36,7.34
40000,46000,45.2,60,16.01
6000,65000,29.6,36,19.03
24000,108000,14.7,60,9.44
9600,49000,38.8,36,15.05
26500,66000,24.7,60,18.45
4500,90000,4.8,36,9.93
16000,48000,28.4,36,6.07
6000,50000,16.5,36,9.44
21600,52000,21.7,36,6.71
28000,1e+05,23.3,60,13.58
18000,71000,17.1,60,20
17000,85000,16.8,60,15.05
6650,42500,14.5,36,17.09
12000,45000,7.6,60,17.09
4500,35000,6.6,36,9.44
36000,170000,32.3,60,10.42
30000,180000,7.3,36,11.99
15000,63000,12.6,36,13.58
5000,31000,16,36,15.05
40000,165200,1.1,36,7.35
4000,32000,4.9,36,9.44
14000,78000,15.3,60,10.9
20000,56000,7.8,60,14.08
20000,75000,16.8,36,10.91
18000,63000,23.4,36,17.09
40000,76000,5,60,9.44
8000,60000,21.3,36,7.34
15000,82000,9.2,60,11.99
7000,25000,17.5,36,15.04
5000,55000,33.8,36,23.88
16100,120000,9.4,36,24.84
15000,75000,3.8,60,18.45
35000,60000,9.4,60,21.45
8300,72000,28,36,10.41
3500,95000,12.2,36,6.07
10400,35200,1.9,36,14.08
6000,23000,12.8,36,11.99
32000,180000,9.6,60,9.43
20000,91380,14.2,36,10.41
20000,89000,21.9,36,16.02
36000,124000,20.6,60,12.61
7200,34000,21,36,10.91
2000,58000,5,36,6.07
20000,85800,23.6,36,10.41
8000,70000,16.4,36,6.08
15000,50000,0.8,36,9.44
8400,90000,4.8,36,13.59
7700,24000,21.5,36,7.35
1500,24000,4.7,36,10.91
2000,30000,14.6,36,18.06
