Language;Tweet;Benefit;Concern;Perception-Fight-climate-change;Perception-Climate-friendly-technology;Perception-Extensive-R&D-needed;Perception-Better-options-than-CCS;Sentiment;Relatedness;Comment
en;"ð——ð—¶ð—¿ð—²ð—°ð˜ ð—”ð—¶ð—¿ ð—–ð—®ð—½ð˜ð˜‚ð—¿ð—²:
The technological advances needed to make it viable 
https://t.co/09ChD1766n #science 
via @CosmosMagazine @clarewhatson 
Though DAC is still in its infancy, the weight of historical emissions means it has become a technological necessity.";None;None;None;None;None;None;Neutral;;
es;"""...An MIT team advocates direct carbon capture from seawater, not the air. It uses much less energy than direct capture from the air, plus other environmental benefits...""
https://t.co/MtXCHeeVNF";None;None;None;None;None;None;Neutral;;
it;Linn supervisors formally opposed carbon pipeline proposal: https://t.co/omDks49AxD;None;None;None;None;None;None;Neutral;;
th;#Esso and ExxonMobil in Thailand Supporting scholarships to promote research and development for Institute of Science and Technology Research #Chiang Mai University https://t.co/EytBcBDRRx #CCUS https://t.co/vqIfXueiMF;None;None;None;None;None;None;Neutral;;
en;@DanielBarkeley @ProfMarkMaslin Depends on what the flue gas came from. Plenty of facilities using lots of biomass out there producing lots of flue gas. Why put energy into carbon capture when plants already did the work for you? Especially if you were already using the plant once for something else?;None;None;None;None;None;None;Neutral;;
en;"What is needed is adequate low carbon baseload generation, flexible renewables & a closed UK power market where prices aren't set by the global price of gas. 
2. Are you a conservative? If yes, small government, low taxes, & sort out the left wing capture of education...";None;None;None;None;None;None;Neutral;Not related;
nl;"@KVoorspools @PieterVingerhoe @pauwelu @WannesDemarcke @RubenBaetens @DieterJong @bramcla Well then the discussion is closed. Good for you that everything is clear and the path is demarcated.
You will break your head every day about hydrogen, carbon capture, supply, affordability for the man id street, fitfor55 (which Elia reports contradict).";None;None;None;None;None;None;Neutral;;
ja;"Rocket launches in the space development business are carried out in a competitive manner in various places. The amount of CO2 emissions (released into the atmosphere) from this rocket launch will be enormous.
Technological innovation of underground reserves by CCUS and sales of carbon neutral rights by CCUS in the rocket business are urgent. I'm against space development that destroys the ecosystemðŸ¤ª";None;None;None;None;None;None;Neutral;;
en;"An energy summit between Belgium & Germany was held at the Port of Antwerp where Prime Minister Alexander De Croo and Chancellor Olaf Scholz signed an agreement to work on hydrogen, carbon capture, electrification, LNG projects.
#carboncapture #hydrogen
https://t.co/47GhM0quRx";None;None;None;None;None;None;Neutral;;
en;@WoodyBezan @PLawrenceMP Nope. Go after the BIG POLLUTERS & invest in clean energy â€” carbon capture. How does a ~$600.00 CT Rebate to a hard working family in Selkirk MAN, reduce GHGE? Did that family buy a $50.0K EV, retrofit their old $30.0K windows/doors? Upgrade to a new $15.0 high efficiency furnace;None;None;None;None;None;None;Neutral;;
en;"Canadaâ€™s oilsands industry is examining how many workers it will need to build the carbon capture system thatâ€™s key to its emissions-reductions pledges, and leaders already are warning that scarce skilled labour may hinder projects.
https://t.co/Ifnsw3B6Yn";None;None;None;None;None;None;Neutral;;
ro;Aker Carbon Capture awarded decarbonization study for German chemicals company RÃ¶hm https://t.co/tpFcV3KlmN #PRNewsWire #PRNewswire;None;None;None;None;None;None;Neutral;;
en;Excellent timing to announce the development of CO2 infrastructure in Germany, which will most likely present its CO2 management strategy next month. @PortofAntBruges set to play an important role as CO2 hub also for large German emitters? #CCUS #RaceToNetZero https://t.co/s75C0KS15B;None;None;None;None;None;None;Neutral;;
en;@EcoSenseNow @LuckyLuCdn Patrick Moore nails it. 100% agree. My guess is once Trudeau is gone this nonsense will gradually fade into the sunset. I monitor this activity and have worked on one such project. Obviously, tax right-offs are involved. Huge tracts of AB are being evaluated for CCUS. It's crazy!;None;None;None;None;None;None;Neutral;;
en;@ProfMarkMaslin I thought nature was the cheapest and best way to capture carbon.;None;None;None;None;None;None;Neutral;;
en;Fungi is being used to help capture CO2 under this new offset scheme https://t.co/a90s6sx34Y;None;None;None;None;None;None;Neutral;;
en;"Beware of these three false solutions to climate change that the #fossilfuel industry is championing: Carbon Capture and Storage, Hydrogen and Offsets
#cdnpoli #climatecrisis 
https://t.co/kgZHpQUiHZ";None;None;None;None;None;None;Neutral;;
en;@_Dean_Stone_ @natedog155 Are you seriously questioning the bona fides of the man who helped develop carbon capture technology?;None;None;None;None;None;None;Neutral;;
ja;@NJoutaki It would be nice if the certificate seal could be seen with a CCUS chip, or if an unqualified person didn't register the chip, the heavy machinery engine wouldn't start.;None;None;None;None;None;None;Neutral;;
en;@politicalham @RickAnderson @therealnibby66 @ABDanielleSmith One tiny wrinkle there: Norway's government had a huge *direct* stake in that project and its various outputs. Will the oil sands companies give the feds equity participation in their carbon capture projects and the potential economic spinoffs?;None;None;None;None;None;None;Neutral;;
fr;@TotalEnergies Are we talking about the U of CCUS?;None;None;None;None;None;None;Neutral;;
da;"#dkpol can save up to DKK 1.7 billion. per year if joint solutions are established for the transport of CO2. However, it requires quick decisions!! @chscharlotte, @JacobAffald and I have written a post about it in @klimamonitor.
#CCUS #CCS #PtX #dkgreen https://t.co/cWBv1Z6hyi";None;None;None;None;None;None;Neutral;;
en;@exxonmobil Carbon capture, like planning trees but they don't make oxygen.;None;None;None;None;None;None;Neutral;;
en;So the #OilSands are running TV ads saying theyâ€™re spending billions on oil carbon capture. Except they havenâ€™t. They arenâ€™t. And we donâ€™t know if itâ€™ll even workâ€¦#propoganda;None;None;None;None;None;None;Neutral;;
de;"Copenhagen indeed interesting. 2025 net zero target cannot be achieved due to carbon capture and storage (CCS) installation at incinerator not being completed on time. It's good that @klimaneustart is now tackling such projects
https://t.co/w4UlpN5GnM https://t.co/y81yc5NYnX";None;None;None;None;None;None;Neutral;;
en;Government advisor's concerns over carbon capture plants being considered by Stockton Council https://t.co/fi49SBPzlG;None;None;None;None;None;None;Neutral;;
en;"Throughout the world, geoengineering techniques are already being implemented: soil management, ecosystem restoration, and afforestation.
Eventually, these techniques will be scaled up to include direct air capture, enhanced weathering, and carbon capture and storage. https://t.co/oGC2zApE3X";None;None;None;None;None;None;Neutral;;
ja;"In the case of an application with an examination reference date after August 14, 2023, points will be added if CCUS has been introduced in the prime contractor construction within one year before the reference date.
For example, if August 31, 2023 is the examination reference date, should it already be introduced from September 2022?
And someone mentioned it here before as an unknown point";None;None;None;None;None;None;Neutral;;
en;Pipeline companies would need to secure 90% of the route voluntarily and wait for new federal safety regulations. https://t.co/yVa0ltk8xv;None;None;None;None;None;None;Neutral;;
en;"Forests are our best climate defense. They're nature's carbon capture technology. Demand your legislators protect forests to secure the future livability of our planet.
 https://t.co/KoZFkYGdIK";None;None;None;None;None;Yes;Neutral;;
en;"@sir_agnostic @DTuraza The agreement was made in the field of Carbon Capture and Solar Energy...
https://t.co/uxrfAVrPwB";None;None;None;None;None;None;Neutral;;
pl;"@KaziSmolinski Serious media write about it, for example
https://t.co/U9K0TjXa6R
And you build fear among people by writing in the style of ""what if suddenly there was a kindergarten here"". As a politician of the ruling party, you should be responsible. Not just for this term, but for the future! And you, you were a candidate in 2015..";None;None;None;None;None;None;Neutral;Not related;
en;"ExxonMobil to use Honeywell's carbon capture tech in Baytown hydrogen production project â¬‡ï¸
 https://t.co/F6RtPjsTWy #ExxonMobil #carboncapture #hydrogen";None;None;None;None;None;None;Neutral;;
ja;"The article states that the increase in carbon storage (biomass accumulation) at the seedling stage has been proven, and the next is the evaluation after planting. While increasing carbon storage as trees is still in the hypothetical stage, it would be helpful to see how Living Carbon is acquiring customers.
https://t.co/kKCBp2OkIl";None;None;None;None;None;None;Neutral;;
de;The Carbon Capture and Storage technology mentioned in the #press hour by @iv_industrie G. Knill will be decisive for Hard to Abate sectors in particular. I don't understand why in ðŸ‡¦ðŸ‡¹ there is still a legal ban here. #energytwitter;None;None;None;None;None;None;Neutral;;
en;B.C.â€™s Carbon Engineering is seeing its dream take shape in Texas. Can Canada compete? /via @globeandmail https://t.co/ausuGSp5Sm;None;None;None;None;None;None;Neutral;Not related;
en;@joececiyyc You're the one who's responsible for the high rates to begin with. We could have been on Coal and still had had lower generating costs with carbon capture. Rates will always increase as natural gas prices go up. Thanks to your s********.;None;None;None;None;None;None;Neutral;;
en;@GlinrenK @wombat_ee Hereâ€™s an idea: Install carbon capture and sequestration technology on existing coal and gas powerplants and continue using them until the nukes are completed.;None;None;None;None;None;None;Neutral;;
en;@JohnF1968 @BbqLgbt @songpinganq Ruminants rotated, 100% improve soil structure and biodiversity and carbon and water capture. These are fact. Plus removing the need for pesticides or herbicides. This is the answer to many problems. Not veganism. You want to do some good. Plant trees in the Sahel.;None;None;None;None;None;None;Neutral;;
en;@truthcrumbs @HammerToe @jvallee2000 @DigPerspectives @cryptolewlew @VersanAljarrah I believe that the XRPL could capture a good portion of Golds value and a lot of other Commodities. The more value on the ledger the higher XRP will need to be to settle a portion of this value amongst other things. What about carbon credits tracking gold miners ect.;None;None;None;None;None;None;Neutral;;
en;@elonmusk @xprize @BillGates @Microsoft @POTUS @MbSofKSA I have new solution for direct carbon capture to liquified CO2 directly from the atmosphere without using any input materials or reagent. I need only land for  the plant/factory and 1kWh electricity for ton of CO2 ðŸ¤¯;None;None;None;None;None;None;Neutral;;
de;"ðŸ”‹ Biden's Inflation Reduction Act #IRA sparks a green investment race. Hydrogen, Carbon Capture, Batteries, Offshore Wind Farms.
ðŸ’¶ Who is running the race for capital for innovations? USA, Europe or UK?
Also ðŸ‡¬ðŸ‡§ needs depreciation like in #IRA. https://t.co/hhbQVvA5Rw";None;None;None;None;None;None;Neutral;;
